-114.335794,48.37034,Stumptown Anglers,"5790 Highway 93 South, Whitefish MT 59937,                877-906-9949"
-112.684715,45.632644,Sunrise Fly Shop,"472 Main Street,             Melrose MT 59743,          406-835-3474"
-111.036802,45.679437,The Bozeman Angler,"23 E Main St,            Bozeman MT 59715,          800-886-9111 or 406-587-9111"
-112.915775,45.784758,The Complete Fly Fishers,"66771 Highway 43,           Wise River MT  59762,         866-832-3175"
-113.989226,46.870804,The Kingfisher FlyShop,"926 E Broadway,           Missoula MT 59802,                       888-542-4911 or 406-721-6141"
-111.036657,45.679438,The Powderhorn,"35 E Main St,            Bozeman MT 59715,           406-587-7373"
-111.046094,45.699164,The River's Edge,"2012 N 7th Ave,         Bozeman MT 58715,           406-586-5373"
-112.50567,45.98654,The StoneFly Fly Shop,"2205 Amherst,                Butte MT 59701,             406-464-0707"
-112.330939,45.53975,The Stonefly Inn,"409 N Main St, Twin Bridges MT 59754, 406-684-5684"
-111.729752,45.348684,The Tackle Shop,"127 Main,                      Ennis MT 59729,               800-808-2832"
-111.963537,47.074662,The Trout Shop,"110 Bridge St,                  Craig MT 59648,               800-337-8528 or 406-235-4474"
-111.056074,45.67409,Tom Jenni's Reel Montana,"517 S 14th Ave,         Bozeman MT 59715,           866-885-6065 or 406-539-6610"
-114.196577,45.874779,Triple Creek Ranch,"5551 West Fork Road,       Darby MT 59829,                406-821-4600"
-113.007605,45.812504,Troutfitters,"62311 Highway 43,           Wise River MT 59762,           406-832-3212"
-114.073081,48.062958,Two Rivers Gear & Outfitters,"603 Electric Ave,               Big Fork MT 59911,           406-837-3474"
-112.602139,45.2359,Uncle Bob's Outdoors,"11 Pierce Dr,                  Dillon MT 59725,               406-683-2692"
-111.526687,44.806637,Wade Lake Resort,"222 Wade Lake Road, Cameron MT 59720,          406-682-7560"
-111.605307,44.93381,Westfork Cabins,"24 Sundance Bench Rd, Cameron MT 59720,          406-682-4890"
-109.246953,45.190014,Yellowstone Troutfitters,"302 N Broadway,               Red Lodge MT 59068,           406-446-3819"
-108.5765029,45.7779452,East Rosebud Fly & Tackle,"805 24th W , #10, Billings MT 59102,  406-839-9397"
-110.5453361,45.6709591,Sweetwater Fly Shop,"5082 US Hwy 89S, Livingston MT 59047, 406-222-9393"
